Panama,2000,-11420
Panama,2010,-11420
Panama,2015,-11410
Papua New Guinea,1990,-12170
Papua New Guinea,2000,-9910
Papua New Guinea,2010,-30900
Papua New Guinea,2015,-33530
Paraguay,1990,-255420
Paraguay,2000,-342140
Paraguay,2010,-414250
Paraguay,2015,-279340
Peru,1990,-115070
Peru,2000,-124800
Peru,2010,-171050
Peru,2015,-172830
Poland,1990,17700
Poland,2000,27000
Poland,2010,18200
Poland,2015,12600
Portugal,2010,12000
Qatar,1990,0
Qatar,2000,0
Qatar,2010,0
Qatar,2015,0
Romania,2000,14900
Romania,2010,69200
Romania,2015,13610
Russia,2000,586710
Russia,2010,-41030
Russia,2015,76230
San Marino,1990,0
San Marino,2000,0
San Marino,2010,0
San Marino,2015,0
Sao Tome and Principe,1990,-30
Sao Tome and Principe,2000,-30
Sao Tome and Principe,2010,-620
Sao Tome and Principe,2015,-620
Senegal,2010,-40000
Senegal,2015,-40000
Serbia,2010,1310.0000000000000
Serbia,2015,620
Singapore,1990,220
Singapore,2000,70.00000000000000
Singapore,2010,-250
Singapore,2015,-180
Slovenia,2000,1400
Slovenia,2010,200
Slovenia,2015,-2030.0000000000000
Somalia,1990,-76750
Somalia,2000,-76750
Somalia,2010,-76750
Somalia,2015,-76750
South Africa,1990,-36400.00000000000
South Africa,2000,-36400.00000000000
South Africa,2010,-36400.000000000000
South Africa,2015,-36400.000000000000
South Korea,1990,-7500
South Korea,2000,-8900
South Korea,2010,-10000
South Korea,2015,-10000
Spain,2000,145140
Spain,2010,1170
Spain,2015,4200
Sudan,2015,-170080.00000000000
Suriname,1990,-3680
Suriname,2000,-4100.000000000000
Suriname,2010,-9640
Suriname,2015,-11080
Sweden,1990,10000.000000000000
Sweden,2000,-9000
Sweden,2010,-18600
Sweden,2015,0
Switzerland,1990,4270
Switzerland,2000,3850.000000000000
Switzerland,2010,3440.0000000000000
Switzerland,2015,3440.0000000000000
Syria,1990,6000
Syria,2000,4870.000000000000
Syria,2010,3550.000000000000
Tanzania,1990,-372000
Tanzania,2000,-372000
Tanzania,2010,-372000
Tanzania,2015,-469000
Thailand,1990,-36300
Thailand,2000,107500
Thailand,2010,-2400.0000000000100
Thailand,2015,-37600
Togo,1990,-9320
Togo,2000,-2960
Togo,2010,-2960
Togo,2015,-2960
Tokelau,1990,0
Tokelau,2000,0
Tokelau,2010,0
Tokelau,2015,0
Tunisia,1990,2390
Tunisia,2000,1960
Tunisia,2010,1530.0000000000000
Tunisia,2015,1530.0000000000000
Turkey,1990,36490
Turkey,2000,93470
Turkey,2010,109440
Turkey,2015,118010
Uganda,1990,-41250
Uganda,2000,-41250
Uganda,2010,-41250
Uganda,2015,-41250
Ukraine,2000,3800
Ukraine,2010,21800
Ukraine,2015,6600.000000000000
United Kingdom,2000,10500
United Kingdom,2010,19200
United States,1990,108600
United States,2000,518400
United States,2010,275000
Uruguay,2000,36230
Uruguay,2010,37740
Uzbekistan,2000,38810
Uzbekistan,2010,39960
Uzbekistan,2015,28050.000000000000
Vatican,1990,0
Vatican,2000,0
Vatican,2010,0
Vatican,2015,0
Venezuela,1990,-287500
Venezuela,2000,-164600.00000000000
Venezuela,2010,-164400
Venezuela,2015,-90420
Vietnam,1990,240810
Vietnam,2000,160400
Vietnam,2010,134760
Vietnam,2015,116250
Zambia,2000,-35800
Zambia,2010,-188180
Zambia,2015,-188210
Zimbabwe,1990,-46070
Zimbabwe,2000,-46070
Zimbabwe,2010,-46070
Zimbabwe,2015,-46070
